time,blood_volume_L,extracellular_fluid_volume,mean_arterial_pressure_MAP,glomerular_pressure,GFR_ml_min,albumin_excretion_rate,plasma_renin_activity,dailyUGE,dailyNaExcretion,dailyWaterExcretion,i
Inf,-0.076045121,-0.155923302,-0.086355406,-0.088616361,-0.192715146,-0.481428942,0.002338504,Inf,Inf,Inf,0
Inf,-0.001342416,-0.097670221,-0.002540353,-0.001318377,-0.020975836,0,0.000910399,Inf,Inf,Inf,0
Inf,0.007545312,-0.084187173,0.008269507,0.00991401,0.017292156,0.104290556,-0.002058156,Inf,Inf,Inf,0
Inf,-0.077117392,-0.186344983,-0.088748038,-0.090425056,-0.200990229,-0.599778369,0.000828,Inf,Inf,Inf,0
Inf,-0.022852461,-0.190839966,-0.029282484,-0.027935678,-0.117939091,0,0.008788737,Inf,Inf,Inf,0
Inf,-0.068154096,-0.184177865,-0.073380878,-0.069103164,-0.123287334,-0.152411543,-0.018386854,Inf,Inf,Inf,0
Inf,-0.042399158,-0.196020333,-0.048773093,-0.049816285,-0.119862206,-0.327066315,0.001516905,Inf,Inf,Inf,0
Inf,-0.114137912,-0.058155424,-0.133367397,-0.135277928,-0.355656027,-0.967341804,-0.139031791,Inf,Inf,Inf,0
Inf,-0.023270827,-0.183435443,-0.028532955,-0.027801072,-0.092728207,-0.611458765,0.003575549,Inf,Inf,Inf,0
Inf,-0.087829313,-0.118066081,-0.099454065,-0.101693814,-0.210005272,-0.490034992,0.00193737,Inf,Inf,Inf,0
Inf,0.002300546,-0.065519523,0.002132835,0.004278502,0.000850238,0.016537726,-0.000812862,Inf,Inf,Inf,0
Inf,-0.055376303,-0.283456647,-0.064810456,-0.061937372,-0.172973321,-0.552569587,-0.1294685,Inf,Inf,Inf,0
Inf,-0.114689219,-0.0086451,-0.136513867,-0.144863251,-0.376632321,-0.995467237,0.034663376,Inf,Inf,Inf,0
Inf,-0.088298079,-0.145612711,-0.104831813,-0.11881029,-0.324398282,-0.869268393,-0.227387318,Inf,Inf,Inf,0
Inf,-0.041495276,-0.206228532,-0.049303113,-0.049534897,-0.135043899,-0.694871079,0.00090396,Inf,Inf,Inf,0
Inf,-0.026315611,-0.183671151,-0.031442988,-0.030203133,-0.084942705,-0.467843936,0.000769192,Inf,Inf,Inf,0
Inf,-0.067597246,-0.186953247,-0.074880371,-0.07273611,-0.143355849,-0.209739812,-0.068013549,Inf,Inf,Inf,0
Inf,-0.136052874,0.092092333,-0.151300551,-0.156681186,-0.286394327,-0.538669151,0.002458739,Inf,Inf,Inf,0
Inf,-0.093882337,-0.068948076,-0.109400543,-0.110742767,-0.260189589,-0.783040817,-9.98E-05,Inf,Inf,Inf,0
Inf,-0.044927378,-0.269868098,-0.054215889,-0.053649398,-0.162753371,-0.981283541,0.003582211,Inf,Inf,Inf,0
Inf,-0.106803576,-0.134987546,-0.1247046,-0.134472042,-0.351948912,-0.993916525,-0.191164971,Inf,Inf,Inf,0
Inf,-0.042450648,-0.21548519,-0.054126995,-0.052497021,-0.197533793,-0.814096784,0.030599749,Inf,Inf,Inf,0
Inf,-0.051407351,-0.151477131,-0.062123539,-0.060948334,-0.189398475,-0.548898667,0.001581877,Inf,Inf,Inf,0
Inf,-0.040237435,-0.254046,-0.048824407,-0.0461059,-0.149407931,-0.910924906,0.0047471,Inf,Inf,Inf,0
Inf,-0.112993771,-0.164226869,-0.119500759,-0.117511345,-0.188170917,-0.210175604,0.027639084,Inf,Inf,Inf,0
Inf,-0.100356993,-0.075543903,-0.119674204,-0.125680954,-0.325768975,-0.994896188,0.02328119,Inf,Inf,Inf,0
Inf,-0.066521759,-0.180991888,-0.075730893,-0.076636627,-0.173375571,-0.46967195,0.002027904,Inf,Inf,Inf,0
Inf,-0.045171343,-0.091562576,-0.056493026,-0.056284851,-0.184037069,-0.656776616,0.012102859,Inf,Inf,Inf,0
Inf,-0.031017243,-0.204291355,-0.037816171,-0.036506334,-0.117791288,-0.982674497,0.003385221,Inf,Inf,Inf,0
Inf,-0.004925424,-0.081280369,-0.007135484,-0.005409761,-0.03880867,0,0.002781492,Inf,Inf,Inf,0
Inf,-0.004218837,-0.075737613,-0.006383388,-0.00416966,-0.034208136,0,0.004240467,Inf,Inf,Inf,0
Inf,-0.051426404,-0.136938655,-0.065302715,-0.065905667,-0.226301464,-0.977663592,0.029003183,Inf,Inf,Inf,0
Inf,0.006477726,-0.087431211,0.005927429,0.00704013,0.006775349,0.03345274,8.56E-06,Inf,Inf,Inf,0
Inf,-0.025336041,-0.177804873,-0.030146304,-0.029383819,-0.082826608,-0.379784211,0.000671857,Inf,Inf,Inf,0
Inf,-0.021587317,-0.122499531,-0.028108067,-0.025521381,-0.109072067,-0.346151449,-0.042175882,Inf,Inf,Inf,0
Inf,-0.024080181,-0.225541763,-0.028020947,-0.02559265,-0.072908506,-0.193891227,-0.05129434,Inf,Inf,Inf,0
Inf,-0.066582537,-0.18259916,-0.07951516,-0.07900802,-0.209625384,-0.685176712,0.002094354,Inf,Inf,Inf,0
Inf,-0.065458391,-0.286275985,-0.078532315,-0.076923201,-0.230509741,-0.71496292,-0.194392042,Inf,Inf,Inf,0
Inf,-0.049868299,-0.248270609,-0.057713254,-0.059133984,-0.152096151,-0.563109989,0.001011115,Inf,Inf,Inf,0
Inf,-0.068321617,-0.194773169,-0.081135917,-0.081546788,-0.220264987,-0.916326138,-0.074640399,Inf,Inf,Inf,0
Inf,-0.04652273,-0.23168048,-0.053133525,-0.053960284,-0.122733866,-0.343541768,0.001354741,Inf,Inf,Inf,0
Inf,-0.047529468,-0.263192615,-0.056909613,-0.057725738,-0.163848522,-0.833644845,0.002842493,Inf,Inf,Inf,0
Inf,-0.0626704,-0.185235424,-0.073914931,-0.073669918,-0.202067893,-0.836531416,0.000932771,Inf,Inf,Inf,0
Inf,-0.018802526,-0.15161255,-0.024286983,-0.023193252,-0.100310654,0,0.007335562,Inf,Inf,Inf,0
Inf,-0.026118561,-0.120165162,-0.0348567,-0.033387106,-0.142995295,0,0.021602995,Inf,Inf,Inf,0
Inf,-0.089020351,-0.023518417,-0.102585344,-0.10505673,-0.250816165,-0.71911015,-0.168045643,Inf,Inf,Inf,0
Inf,-0.009644658,-0.102971612,-0.012550711,-0.009080406,-0.058626433,-0.35458013,-0.025146409,Inf,Inf,Inf,0
Inf,-0.065394463,-0.153716271,-0.081458391,-0.080461505,-0.246588696,-0.768875384,0.025632189,Inf,Inf,Inf,0
Inf,-0.068566419,-0.198594805,-0.081049832,-0.081540326,-0.236669169,-0.995237943,-0.140843449,Inf,Inf,Inf,0
Inf,-0.037461848,-0.117884334,-0.048005938,-0.047435313,-0.169616951,-0.869073257,0.015124325,Inf,Inf,Inf,0
Inf,-0.03539298,-0.237766655,-0.042616896,-0.041753261,-0.141300858,-0.908561794,0.004045477,Inf,Inf,Inf,0
Inf,-0.059872271,-0.157378886,-0.073040324,-0.07286197,-0.242115687,-0.880477559,-0.062021281,Inf,Inf,Inf,0
Inf,-0.131338213,0.005650693,-0.142015463,-0.14006415,-0.233638708,-0.297672192,0.013448165,Inf,Inf,Inf,0
Inf,-0.07725951,-0.1408496,-0.088179967,-0.089093732,-0.192943288,-0.500267086,0.002226242,Inf,Inf,Inf,0
Inf,-0.101561731,-0.127825174,-0.109232531,-0.10724498,-0.182027939,-0.220029283,0.013041893,Inf,Inf,Inf,0
Inf,-0.100335727,-0.086085704,-0.113344147,-0.118452947,-0.241182459,-0.593460503,0.000574007,Inf,Inf,Inf,0
Inf,-0.094695906,-0.062164742,-0.111086759,-0.116017383,-0.259710029,-0.799789957,0.000708206,Inf,Inf,Inf,0
Inf,-0.02112947,-0.13263651,-0.027485109,-0.025588822,-0.112552447,0,0.009395975,Inf,Inf,Inf,0
Inf,-0.07036593,-0.143329781,-0.083236934,-0.086843963,-0.227157713,-0.781977538,0.000910552,Inf,Inf,Inf,0
Inf,-0.072620537,-0.104711372,-0.087654514,-0.093034293,-0.25929028,-0.764891699,0.006849582,Inf,Inf,Inf,0
Inf,-0.059799283,-0.226185782,-0.07203016,-0.074220555,-0.200922127,-0.785787665,0.002835444,Inf,Inf,Inf,0
Inf,-0.044977304,-0.222748934,-0.054652157,-0.05168244,-0.1503253,-0.881410131,0.003697734,Inf,Inf,Inf,0
Inf,-0.045165732,-0.241755748,-0.053321769,-0.054646576,-0.144438575,-0.573539671,0.001731069,Inf,Inf,Inf,0
Inf,-0.106268545,-0.032039796,-0.124968483,-0.13621241,-0.350306461,-0.997104034,-0.162766736,Inf,Inf,Inf,0
Inf,-0.047576232,-0.229261035,-0.054098104,-0.055096451,-0.122366833,-0.303384802,0.001692287,Inf,Inf,Inf,0
Inf,0.010410848,-0.089892407,0.011348041,0.01310092,0.025024669,0.674567916,-0.001038444,Inf,Inf,Inf,0
Inf,-0.033062473,-0.111271819,-0.041271359,-0.038654056,-0.129950935,-0.668916288,-0.007873272,Inf,Inf,Inf,0
Inf,-0.074963604,-0.122204181,-0.091113204,-0.092222621,-0.264389271,-0.932854011,0.009609583,Inf,Inf,Inf,0
Inf,0.00071374,-0.109488623,-4.80E-06,0.000822474,-0.01441058,-0.350134845,-5.74E-05,Inf,Inf,Inf,0
Inf,-0.00887746,-0.083039913,-0.011247793,-0.010875542,-0.025444067,-0.031655631,0.001929639,Inf,Inf,Inf,0
Inf,-0.096875256,-0.063906715,-0.112943344,-0.114130504,-0.276938145,-0.887489308,-0.099949043,Inf,Inf,Inf,0
Inf,-0.075552759,-0.144099098,-0.085785268,-0.087332673,-0.191709392,-0.504795485,0.00222553,Inf,Inf,Inf,0
Inf,-0.067901641,-0.157798989,-0.081711238,-0.082955856,-0.232425815,-0.963460412,0.004247175,Inf,Inf,Inf,0
Inf,-0.079099601,-0.073957672,-0.096994678,-0.096179687,-0.268794654,-0.891256525,0.021848634,Inf,Inf,Inf,0
Inf,-0.141299625,0.170218416,-0.149503089,-0.147211139,-0.23548086,-0.27167377,0.029694311,Inf,Inf,Inf,0
Inf,-0.03738623,-0.156078908,-0.047028133,-0.044821419,-0.158109531,-0.452769111,0.013087405,Inf,Inf,Inf,0
Inf,-0.022791072,-0.143919758,-0.027052643,-0.026649915,-0.070389712,-0.227691264,0.000626466,Inf,Inf,Inf,0
Inf,-0.014188414,-0.134486886,-0.017339094,-0.01668414,-0.052454869,-0.295624703,0.000360552,Inf,Inf,Inf,0
Inf,-0.045570975,-0.192745186,-0.052308631,-0.053915098,-0.132402652,-0.391632678,0.001620255,Inf,Inf,Inf,0
Inf,-0.013352241,-0.137829741,-0.017606021,-0.016221612,-0.079925264,0,0.008263445,Inf,Inf,Inf,0
Inf,-0.065408863,-0.150309432,-0.08059427,-0.083498589,-0.257710007,-0.971280624,0.015568593,Inf,Inf,Inf,0
Inf,-0.112637843,-0.073438172,-0.132432314,-0.137956811,-0.36532914,-0.866310803,-0.109785771,Inf,Inf,Inf,0
Inf,-0.054850983,-0.251734972,-0.066291723,-0.063673458,-0.192223495,-0.986485216,-0.067799453,Inf,Inf,Inf,0
Inf,-0.034131905,-0.130571718,-0.044124463,-0.042913071,-0.159141525,-0.490947919,0.018849031,Inf,Inf,Inf,0
Inf,-0.036804522,-0.124614127,-0.047440653,-0.045372428,-0.167406031,-0.925637636,0.014937246,Inf,Inf,Inf,0
Inf,0.003824871,-0.06783893,0.004205075,0.005869701,0.008584429,0,-0.001904764,Inf,Inf,Inf,0
Inf,0.010622349,-0.049407645,0.013828033,0.015504977,0.080143176,0,-0.004545904,Inf,Inf,Inf,0
Inf,-0.045410988,-0.111892609,-0.057430508,-0.056286898,-0.191773093,-0.964365859,0.013703025,Inf,Inf,Inf,0
Inf,-0.072861098,-0.190118744,-0.082153918,-0.081334555,-0.168098148,-0.36190998,0.002703967,Inf,Inf,Inf,0
Inf,0.004737037,-0.084157749,0.005323637,0.007169826,0.013966181,0.078509486,-0.003222071,Inf,Inf,Inf,0
Inf,-0.050406066,-0.169076845,-0.064286475,-0.06525972,-0.231746214,0,0.035754485,Inf,Inf,Inf,0
Inf,-0.036960412,-0.2430548,-0.044461849,-0.039856892,-0.152553315,-0.497793798,-0.091097111,Inf,Inf,Inf,0
Inf,-0.051454563,-0.194382633,-0.064273281,-0.064785819,-0.215921045,-0.939967076,0.020134561,Inf,Inf,Inf,0
Inf,0.005016777,-0.095065425,0.005232651,0.007504082,0.008994464,0,-0.00138129,Inf,Inf,Inf,0
Inf,-0.023493311,-0.152880549,-0.027499535,-0.028166226,-0.073514981,-0.219387163,0.000732358,Inf,Inf,Inf,0
Inf,-0.118896686,-0.036398832,-0.137548192,-0.152530419,-0.335511572,-0.912525397,0.006932329,Inf,Inf,Inf,0
Inf,-0.020659101,-0.109187639,-0.028140395,-0.026832099,-0.120417648,0,0.018656855,Inf,Inf,Inf,0
Inf,0.027267597,-0.069003127,0.029511278,0.032987518,0.065788438,0.298524929,-0.000502235,Inf,Inf,Inf,0
Inf,-0.008883552,-0.141020436,-0.011377663,-0.01014925,-0.05279694,-0.646245357,0.001638124,Inf,Inf,Inf,0
Inf,-0.025346428,-0.171182655,-0.03136155,-0.028956999,-0.104920067,-0.555596488,0.004730283,Inf,Inf,Inf,0
Inf,-0.055389802,-0.257432106,-0.067504246,-0.063286621,-0.208305567,-0.991890821,-0.11678534,Inf,Inf,Inf,0
Inf,-0.068433552,-0.130454756,-0.085106858,-0.086451862,-0.280679718,-0.9715506,-0.000846751,Inf,Inf,Inf,0
Inf,-0.030084304,-0.202817163,-0.036463592,-0.03455124,-0.105019086,-0.94840232,0.002088997,Inf,Inf,Inf,0
Inf,-0.008146547,-0.125610414,-0.010275653,-0.009353298,-0.027173093,-0.062419408,0.000218081,Inf,Inf,Inf,0
Inf,-0.097317034,-0.161045276,-0.117548822,-0.124872508,-0.357450567,-0.918613936,-0.055386509,Inf,Inf,Inf,0
Inf,-0.123110619,-0.01875786,-0.14082893,-0.146287941,-0.31282314,-0.823666798,-0.069084332,Inf,Inf,Inf,0
Inf,-0.081481003,-0.083825595,-0.098989675,-0.105847729,-0.308925175,-0.781918154,0.024022886,Inf,Inf,Inf,0
Inf,-0.022776906,-0.15049649,-0.030202146,-0.02843376,-0.129036159,0,0.017710363,Inf,Inf,Inf,0
Inf,0.009113472,-0.100280041,0.009458875,0.01170974,0.018142475,0.180968173,-0.000276073,Inf,Inf,Inf,0
Inf,-0.052361016,-0.215486116,-0.06040815,-0.060192529,-0.143873541,-0.465621511,0.001598439,Inf,Inf,Inf,0
Inf,-0.05418767,-0.235197602,-0.065802151,-0.064051445,-0.196848925,-0.834011897,0.007128177,Inf,Inf,Inf,0
Inf,-0.037847228,-0.196806839,-0.047838953,-0.044300037,-0.169278353,-0.963524592,0.014131065,Inf,Inf,Inf,0
Inf,-0.030670951,-0.174784181,-0.035882093,-0.035535297,-0.091086439,-0.299025298,0.000854469,Inf,Inf,Inf,0
Inf,-0.094532842,-0.210837322,-0.104070252,-0.102879863,-0.186537796,-0.280343905,0.005640746,Inf,Inf,Inf,0
Inf,-0.082453995,-0.073533323,-0.096044545,-0.097511305,-0.236743677,-0.789814818,0.000111626,Inf,Inf,Inf,0
Inf,-0.026570283,-0.206431488,-0.033926073,-0.031356045,-0.132952934,0,0.014542627,Inf,Inf,Inf,0
Inf,-0.075609441,-0.131006794,-0.092999442,-0.093773778,-0.298790391,-0.984922552,-0.046684846,Inf,Inf,Inf,0
Inf,-0.097913318,-0.140459237,-0.114836956,-0.1259131,-0.352626164,-0.994559851,-0.187326966,Inf,Inf,Inf,0
Inf,-0.011581504,-0.08757013,-0.013914728,-0.01360717,-0.0303283,-0.035836532,0.002204937,Inf,Inf,Inf,0
Inf,-0.110296984,-0.033812423,-0.128386623,-0.136757029,-0.330475172,-0.929922059,0.003773586,Inf,Inf,Inf,0
Inf,-0.079323238,-0.148078076,-0.092093681,-0.096040386,-0.230357896,-0.675710827,0.000972373,Inf,Inf,Inf,0
Inf,-0.119253204,-0.000487843,-0.135081254,-0.137608797,-0.28491385,-0.718582793,-0.110448756,Inf,Inf,Inf,0
Inf,-0.08468631,-0.115570236,-0.101467281,-0.108685009,-0.313061314,-0.88310507,-0.123997511,Inf,Inf,Inf,0
Inf,-0.132003195,0.119740925,-0.146775173,-0.154687933,-0.284080623,-0.539446909,0.00348271,Inf,Inf,Inf,0
Inf,-0.046286669,-0.264937845,-0.053151479,-0.050514605,-0.136604102,-0.415658711,-0.093803456,Inf,Inf,Inf,0
Inf,-0.018553298,-0.136588955,-0.021809893,-0.022088416,-0.060184612,-0.204885274,0.000599511,Inf,Inf,Inf,0
Inf,-0.008665162,-0.128378572,-0.01116725,-0.009610686,-0.046077172,0,0.001393477,Inf,Inf,Inf,0
Inf,-0.078930871,-0.098864855,-0.095621565,-0.096518547,-0.279298435,-0.905609307,0.010478375,Inf,Inf,Inf,0
Inf,-0.077640818,-0.158964041,-0.090678719,-0.093085681,-0.236936039,-0.853977995,-0.12626239,Inf,Inf,Inf,0
Inf,-0.107007636,-0.101920734,-0.116406636,-0.114278363,-0.205470667,-0.304375847,0.009434516,Inf,Inf,Inf,0
Inf,-0.025930224,-0.090943588,-0.029281163,-0.029206038,-0.067561,-0.120752904,0.002704526,Inf,Inf,Inf,0
Inf,-0.117621995,-0.012673949,-0.130070409,-0.128242283,-0.239779692,-0.442063855,0.004231725,Inf,Inf,Inf,0
Inf,-0.018598018,-0.154395956,-0.023713796,-0.022408136,-0.086196449,0,0.004789055,Inf,Inf,Inf,0
Inf,-0.068127907,-0.181005454,-0.082086526,-0.080816827,-0.219063002,-0.749203639,0.004469562,Inf,Inf,Inf,0
Inf,0.006872851,-0.0938708,0.007677904,0.009152766,0.017766977,0,-0.004503827,Inf,Inf,Inf,0
Inf,-0.021761728,-0.194778834,-0.027117058,-0.024933815,-0.103193151,-0.90053357,0.008089538,Inf,Inf,Inf,0
Inf,-0.033617798,-0.230063652,-0.041811811,-0.034976271,-0.150213524,-0.403292649,-0.104751656,Inf,Inf,Inf,0
Inf,-0.088065653,-0.083339405,-0.103574503,-0.112500519,-0.264325387,-0.965341229,0.001141191,Inf,Inf,Inf,0
Inf,-0.04635504,-0.129769203,-0.057786376,-0.05641792,-0.185737363,-0.937827134,-0.030601397,Inf,Inf,Inf,0
Inf,-0.103299617,-0.025475883,-0.121636156,-0.132092493,-0.357347371,-0.851804386,0.017641887,Inf,Inf,Inf,0
Inf,-0.004052025,-0.118523849,-0.005791318,-0.004721543,-0.034817705,-0.613221712,0.002177848,Inf,Inf,Inf,0
Inf,-0.119793716,0.03917865,-0.139315482,-0.148329957,-0.35192009,-0.986846228,0.010641655,Inf,Inf,Inf,0
Inf,0.021928189,-0.073261863,0.025193099,0.027691159,0.069261495,12.85005065,-0.003132236,Inf,Inf,Inf,0
Inf,-0.037396977,-0.170196908,-0.04277788,-0.043685091,-0.109029264,-0.313759086,0.00170387,Inf,Inf,Inf,0
Inf,-0.034137425,-0.163449687,-0.039051163,-0.041690635,-0.105741026,-0.325226719,0.001523,Inf,Inf,Inf,0
Inf,0.005188092,-0.107017805,0.005004261,0.007512936,0.007836404,0.11010681,-0.0001866,Inf,Inf,Inf,0
Inf,-0.032115427,-0.229483565,-0.038099947,-0.034012737,-0.119556927,-0.500793292,-0.075934999,Inf,Inf,Inf,0
Inf,-0.06305314,-0.186534263,-0.075915953,-0.075851002,-0.222959626,-0.702279913,0.003144675,Inf,Inf,Inf,0
Inf,-0.06762986,-0.301651642,-0.076542685,-0.074442346,-0.165764485,-0.36517318,-0.103136515,Inf,Inf,Inf,0
Inf,-0.116370321,-0.160910644,-0.127365997,-0.122961268,-0.224248606,-0.337784239,-0.091034786,Inf,Inf,Inf,0
Inf,0.025167928,-0.067696463,0.029274742,0.030408382,0.082609145,3.060014765,-0.005152582,Inf,Inf,Inf,0
Inf,-0.088511499,-0.153584624,-0.101110868,-0.102898807,-0.210683733,-0.502555901,0.001284387,Inf,Inf,Inf,0
Inf,-0.05280559,-0.197700399,-0.059958886,-0.062070338,-0.136171849,-0.310708217,0.001971871,Inf,Inf,Inf,0
Inf,-0.095719573,-0.047013178,-0.112730859,-0.115212418,-0.283314543,-0.899021241,-0.103081613,Inf,Inf,Inf,0
Inf,-0.015131928,-0.164137962,-0.018758256,-0.018280738,-0.069787217,-0.719480633,0.001558421,Inf,Inf,Inf,0
Inf,-0.090733406,-0.097018586,-0.107128915,-0.119605591,-0.312194086,-0.857956713,-0.179344898,Inf,Inf,Inf,0
Inf,-0.027053685,-0.161166358,-0.03409513,-0.033621281,-0.118766053,-0.557518282,0.004822919,Inf,Inf,Inf,0
Inf,-0.020337344,-0.153726769,-0.024387346,-0.024671976,-0.072482891,-0.325320011,0.000655945,Inf,Inf,Inf,0
Inf,-0.111507879,0.043570626,-0.129675779,-0.141698156,-0.353800075,-0.996864711,0.009055841,Inf,Inf,Inf,0
Inf,-0.02704457,-0.21215923,-0.034417414,-0.030960887,-0.132648838,0,0.011509815,Inf,Inf,Inf,0
Inf,-0.079928269,-0.09653763,-0.09388809,-0.095750317,-0.239865926,-0.805391072,-0.129838338,Inf,Inf,Inf,0
Inf,-0.032875593,-0.158882837,-0.036635726,-0.03528614,-0.066939088,-0.084409484,0.003270233,Inf,Inf,Inf,0
Inf,-0.095898031,-0.0544902,-0.114165503,-0.118011205,-0.30953371,-0.926777971,0.008242697,Inf,Inf,Inf,0
Inf,0.005688327,-0.078929481,0.006785295,0.008640324,0.024498591,0.55624232,-0.0030711,Inf,Inf,Inf,0
Inf,0.002702098,-0.107994922,0.002071712,0.004026341,-0.000614138,0.04549324,-0.000145042,Inf,Inf,Inf,0
Inf,-0.075012139,-0.198209147,-0.08881424,-0.09033703,-0.228908282,-0.86005857,-0.053765601,Inf,Inf,Inf,0
Inf,-0.0583881,-0.106251369,-0.071149758,-0.07142832,-0.217977496,-0.764274896,0.003670539,Inf,Inf,Inf,0
Inf,-0.010464391,-0.123367837,-0.014247028,-0.013838144,-0.073299309,0,0.00722375,Inf,Inf,Inf,0
Inf,-0.043640617,-0.165746108,-0.054907413,-0.052881772,-0.191844495,-0.863837785,0.015498464,Inf,Inf,Inf,0
Inf,-0.025262148,-0.141037652,-0.031958745,-0.030848074,-0.11752633,-0.966274505,0.011491031,Inf,Inf,Inf,0
Inf,-0.068597274,-0.253246011,-0.081681345,-0.082235301,-0.255750256,-0.678099806,-0.166767643,Inf,Inf,Inf,0
Inf,-0.040179182,-0.25398068,-0.048636166,-0.049499561,-0.157030696,-0.707516207,0.004418503,Inf,Inf,Inf,0
Inf,-0.020548599,-0.144320226,-0.025611153,-0.023895824,-0.08839346,-0.954341619,0.004201413,Inf,Inf,Inf,0
Inf,-0.064233633,-0.164867909,-0.079232528,-0.078968102,-0.244312489,-0.694471482,-0.000551916,Inf,Inf,Inf,0
Inf,-0.077054645,-0.115714286,-0.094912894,-0.095811936,-0.280583968,-0.804147001,0.007246105,Inf,Inf,Inf,0
Inf,-0.059367819,-0.230410721,-0.069906039,-0.068076843,-0.184095651,-0.71294645,0.000658707,Inf,Inf,Inf,0
Inf,-0.074184854,-0.177668179,-0.08846,-0.087328685,-0.224871931,-0.94884707,0.001213095,Inf,Inf,Inf,0
Inf,-0.027043231,-0.162691821,-0.035267972,-0.034522654,-0.149959745,-0.789836141,0.014354948,Inf,Inf,Inf,0
Inf,-0.023947507,-0.135134095,-0.030963944,-0.030335188,-0.117319297,-0.885299073,0.012942026,Inf,Inf,Inf,0
Inf,-0.03369207,-0.230366721,-0.04130629,-0.03902048,-0.14076725,-0.971019303,0.005821991,Inf,Inf,Inf,0
Inf,-0.002106422,-0.103810034,-0.003515354,-0.00233802,-0.028902409,0,0.001326347,Inf,Inf,Inf,0
Inf,0.012862923,-0.085763244,0.014455255,0.0165699,0.036087299,0,-0.002165509,Inf,Inf,Inf,0
Inf,-0.092051567,-0.110331112,-0.110341282,-0.112132122,-0.329191332,-0.726733384,-0.202942043,Inf,Inf,Inf,0
Inf,-0.056886708,-0.232707872,-0.065479152,-0.065311358,-0.153949938,-0.47985196,0.001577147,Inf,Inf,Inf,0
Inf,-0.071968611,-0.151411956,-0.081427509,-0.083607737,-0.181838675,-0.445009197,0.002671522,Inf,Inf,Inf,0
Inf,-0.025087922,-0.085352958,-0.032508464,-0.030841077,-0.116052808,-0.496799058,0.005704532,Inf,Inf,Inf,0
Inf,-0.074096789,-0.178367207,-0.086251378,-0.087315687,-0.207032346,-0.696887895,-0.02353865,Inf,Inf,Inf,0
Inf,-0.05939199,-0.197448291,-0.066744472,-0.066506396,-0.140471723,-0.283044533,0.002629594,Inf,Inf,Inf,0
Inf,-0.01421227,-0.108524555,-0.017000599,-0.016738848,-0.040737205,-0.078263824,0.000852136,Inf,Inf,Inf,0
Inf,0.012130484,-0.052890037,0.015718984,0.016650532,0.080176396,0,-0.007846311,Inf,Inf,Inf,0
Inf,-0.038849169,-0.204191798,-0.045866009,-0.046208862,-0.126001752,-0.468088642,-0.006233646,Inf,Inf,Inf,0
Inf,-0.012606252,-0.091446456,-0.017188338,-0.015890762,-0.078771875,0,0.008356684,Inf,Inf,Inf,0
Inf,-0.049967904,-0.269945567,-0.057536362,-0.057723796,-0.149555939,-0.491388551,-0.041952948,Inf,Inf,Inf,0
Inf,-0.015696526,-0.118912484,-0.020243824,-0.018989039,-0.077655086,0,0.008008256,Inf,Inf,Inf,0
Inf,-0.107710676,-0.08059265,-0.125619032,-0.13714369,-0.341610344,-0.996434476,-0.01251409,Inf,Inf,Inf,0
Inf,-0.018140276,-0.14728632,-0.021962753,-0.021076004,-0.065165656,-0.274226712,0.000623173,Inf,Inf,Inf,0
Inf,-0.025980251,-0.185217385,-0.032384589,-0.03064733,-0.112042301,-0.843215346,0.005971851,Inf,Inf,Inf,0
Inf,-0.107472002,-0.115431714,-0.126869686,-0.139704001,-0.371962934,-0.864062679,-0.121000073,Inf,Inf,Inf,0
Inf,-0.030041596,-0.23682407,-0.036914058,-0.034327191,-0.13163351,-0.951291614,0.00602845,Inf,Inf,Inf,0
Inf,-0.068004472,-0.151575234,-0.07636259,-0.077938055,-0.160531806,-0.319786012,0.003325969,Inf,Inf,Inf,0
Inf,0.011907095,-0.092814516,0.011845738,0.012518885,0.017750901,0.049630702,-0.000321866,Inf,Inf,Inf,0
Inf,-0.063562861,-0.171563313,-0.078581168,-0.077425518,-0.242986678,-0.814259106,-0.029140025,Inf,Inf,Inf,0
Inf,0.0134935,-0.066773195,0.015725348,0.016782465,0.042513834,0,-0.00655209,Inf,Inf,Inf,0
Inf,-0.028790704,-0.233559115,-0.035888321,-0.03225632,-0.133476711,-0.952430151,0.011421955,Inf,Inf,Inf,0
Inf,-0.032876102,-0.195534909,-0.039201006,-0.038881926,-0.110742665,-0.530891558,0.001486265,Inf,Inf,Inf,0
Inf,-0.086548989,-0.176675462,-0.10123675,-0.122648488,-0.361494945,-0.994260409,-0.27956881,Inf,Inf,Inf,0
Inf,-0.048379647,-0.235652249,-0.058838973,-0.057247561,-0.183943877,-0.659987932,0.004621505,Inf,Inf,Inf,0
Inf,-0.090748438,-0.080982321,-0.107018968,-0.114241192,-0.314778491,-0.911118066,-0.174703218,Inf,Inf,Inf,0
Inf,-0.028970712,-0.160282748,-0.037782138,-0.037183692,-0.154499947,-0.951893009,0.003688748,Inf,Inf,Inf,0
Inf,-0.068597424,-0.205280085,-0.077882337,-0.080837877,-0.170950291,-0.389977508,0.00201671,Inf,Inf,Inf,0
Inf,-0.054112173,-0.174249089,-0.060768384,-0.061894788,-0.129522763,-0.246842608,0.002772072,Inf,Inf,Inf,0
Inf,-0.051071191,-0.243959421,-0.059922717,-0.060392326,-0.168472827,-0.817266032,0.001191101,Inf,Inf,Inf,0
